Hugo_Symbol,BAG1,BCL2,BIRC5,CCNB1,ERBB2,ESR1,GRB7,MKI67,MMP11,MYBL2,PGR
TCGA-E9-A2JS-01,-0.2611,-0.8795,1.0831,0.3529,0.2953,0.6151,0.1012,0.5807,0.987,0.5834,-0.2331
TCGA-E9-A2JT-01,-0.895,0.6551,-0.4989,-0.6294,-1.4702,0.2094,-1.9108,0.3533,-1.9467,0.1164,-0.6746
TCGA-E9-A3HO-01,0.5824,0.2999,0.5336,0.5503,-0.0443,0.4146,0.4126,-0.0861,-0.5933,1.1029,0.6036
TCGA-E9-A3Q9-01,3.6253,1.1928,-2.5623,-2.1276,-0.8247,0.6518,-0.6515,-2.1889,-1.1061,-2.6855,1.5035
TCGA-E9-A3QA-01,-0.5445,-1.3015,1.6663,0.475,-0.9029,-0.5947,0.2819,0.3934,0.0006,0.5866,-1.0381
TCGA-E9-A3X8-01,1.427,-0.0964,0.5231,-0.2558,-0.3533,0.028,0.1207,-0.8895,-0.1562,-0.1537,0.8475
TCGA-E9-A54X-01,2.1683,0.7075,0.2147,0.6393,-0.5523,1.0484,-0.2312,-0.776,-2.1274,-0.5466,1.248
TCGA-E9-A54Y-01,0.1549,-0.7361,2.252,0.8512,0.2852,0.7508,-0.0037,-0.0942,-0.6387,0.9589,0.1599
TCGA-E9-A5FK-01,0.6087,-0.2509,-0.8277,-0.6869,-0.1002,0.3052,0.091,-1.6336,0.0838,-0.6537,0.6635
TCGA-E9-A5FL-01,-0.4789,-2.3369,1.8441,0.9788,-0.7678,-0.7634,-1.6234,0.1473,-0.7955,1.1484,-2.0989
TCGA-E9-A5UO-01,1.4116,1.5982,0.1963,-0.8196,0.4248,0.5911,0.0594,-0.3293,-2.5656,0.5142,0.7432
TCGA-E9-A5UP-01,2.4919,0.5192,-1.0048,-1.531,1.1694,0.7151,1.5018,-1.8832,-0.6081,-1.5259,-0.9766
TCGA-E9-A6HE-01,0.7971,0.2061,0.8693,0.4511,0.3743,0.4104,0.3738,-0.283,1.2904,0.9626,0.7247
TCGA-EW-A1IW-01,1.0718,0.9543,0.2942,0.4888,2.5541,0.6756,2.4322,0.3838,0.2585,0.2773,1.0639
TCGA-EW-A1IX-01,0.1168,0.6971,-1.8087,-2.0651,0.3121,0.2507,-0.1332,-1.1716,0.7797,-1.4516,1.3937
TCGA-EW-A1IY-01,-0.5251,0.1726,-0.3943,0.8046,-1.318,0.3073,-1.14,-0.0016,0.3973,-0.5612,0.8552
TCGA-EW-A1IZ-01,0.4845,1.8911,0.0906,0.1064,-0.1392,0.2808,-0.4034,-0.1317,-0.5118,-0.1204,-1.0095
TCGA-EW-A1J1-01,0.7511,1.3141,-0.4357,-1.175,-0.0774,0.688,0.2455,-0.4406,-0.4252,-1.1823,1.2633
TCGA-EW-A1J2-01,-0.4373,0.8577,-1.9424,-2.2546,0.4398,0.6501,0.3558,-1.4988,0.6885,-1.8298,0.7232
TCGA-EW-A1J3-01,-0.0051,0.3942,-0.2591,0.9345,1.9268,0.6143,2.1296,-0.2284,-0.2393,0.1097,0.74
TCGA-EW-A1J5-01,0.8423,0.962,0.3035,-0.5399,0.411,0.4852,-0.1597,0.5516,0.4312,0.0416,1.3302
TCGA-EW-A1J6-01,-0.1893,1.1996,0.449,1.2758,-0.6509,1.0313,-1.0237,-0.8365,-1.1802,0.6639,0.6981
TCGA-EW-A1OV-01,-0.7273,0.2963,-0.0154,-0.4013,-0.3328,-1.8763,-0.2474,0.9016,-1.8764,0.797,-1.6881
TCGA-EW-A1OW-01,-1.0731,-0.982,0.8171,0.8852,-0.654,-2.3584,-0.1678,0.6546,0.289,0.8864,-0.9774
TCGA-EW-A1OX-01,1.1281,1.0851,-0.0717,-0.9284,-0.3832,0.6341,0.0222,-0.1503,-1.8048,-0.8331,0.1385
TCGA-EW-A1OY-01,-0.8691,0.3097,1.0263,1.0003,0.1027,0.9772,0.1906,0.5156,0.2805,1.2099,0.8049
TCGA-EW-A1OZ-01,0.0244,-0.9956,0.8468,0.6861,2.7465,0.0488,2.7934,0.2492,1.2488,0.8617,-0.8599
TCGA-EW-A1P0-01,0.202,-0.055,-0.4468,-0.2266,-2.7527,0.4234,-0.0103,-0.0355,0.2256,-0.4978,-1.4148
TCGA-EW-A1P1-01,-0.717,-0.2235,-0.8845,-1.5071,-0.492,-0.6333,-0.4573,-0.4409,-0.6828,-0.2591,0.1976
TCGA-EW-A1P3-01,-0.1135,0.2351,0.146,0.5429,0.5412,0.6257,0.1059,0.0997,0.2668,-0.0253,0.8579
TCGA-EW-A1P4-01,1.4741,-0.9654,1.9776,1.4281,-0.9553,-1.8611,-0.8044,1.7104,-0.0131,1.4257,-1.586
TCGA-EW-A1P5-01,-0.9231,1.2393,-0.2547,0.3878,-0.5402,0.9675,-0.714,-0.5129,0.9138,-0.6808,1.4378
TCGA-EW-A1P6-01,-0.1478,-0.4968,-0.3862,0.1325,-0.2279,0.899,-0.3661,-0.2758,0.4045,-0.2057,1.7178
TCGA-EW-A1P7-01,0.8334,-0.008,-0.6499,-1.1545,0.1586,-0.8101,0.6688,-0.3892,0.2799,-0.3007,-0.0565
TCGA-EW-A1P8-01,-0.8441,-1.4616,1.1073,1.4817,-0.8522,-1.1315,-0.4385,1.3273,0.114,1.5925,-0.8878
TCGA-EW-A1PA-01,0.7013,1.0115,1.1292,-0.2353,-0.568,0.9892,-0.4548,0.369,0.1448,1.4763,-0.26
TCGA-EW-A1PB-01,0.8255,-1.4148,1.1885,1.2776,-0.8985,-1.7299,-0.7753,0.538,-1.9348,1.0736,-2.2328
TCGA-EW-A1PC-01,-0.1564,-2.7444,1.4763,2.7287,0.2317,0.2463,1.1401,1.6062,1.3647,1.848,-0.484
TCGA-EW-A1PD-01,-0.6881,1.6745,1.0638,0.1089,0.7073,0.6254,0.4973,1.1638,0.775,0.2176,-0.1329
TCGA-EW-A1PE-01,0.1289,0.9103,-0.8877,-0.9099,-0.1604,0.9951,-1.0975,0.0695,0.906,-0.3401,0.7079
TCGA-EW-A1PF-01,0.3662,0.4527,-0.5091,-0.6589,-0.3393,0.7407,-1.0184,0.0812,0.7411,-0.2901,0.1041
TCGA-EW-A1PG-01,0.7657,-0.0059,-1.9618,-2.1682,-0.0979,0.0364,0.5443,-2.0565,-0.7941,-2.8769,0.6165
TCGA-EW-A1PH-01,0.3192,-1.9235,1.1568,0.974,-0.2413,-2.2797,0.3322,0.9462,-0.0149,0.9865,-1.2161
TCGA-EW-A2FR-01,-0.1125,-1.3035,-0.1614,-0.026,3.0366,-1.3302,3.1569,-0.1749,2.2197,0.2709,-0.6139
TCGA-EW-A2FS-01,0.3326,0.6552,1.1643,0.1208,0.03,0.5402,-0.0931,-0.927,-0.1786,0.7042,-0.6437
TCGA-EW-A2FV-01,0.8858,0.2983,0.2829,1.203,-0.2972,0.1492,-0.2466,1.1836,-0.1829,0.1901,0.4228
TCGA-EW-A2FW-01,2.5248,0.3111,0.9714,1.9526,0.0339,0.8606,0.243,0.7976,-0.0188,0.3224,0.0576
TCGA-EW-A3E8-01,1.2039,0.5766,-0.7323,-0.8787,0.4697,0.141,0.264,-1.0089,0.4678,-0.8801,0.3864
TCGA-EW-A3U0-01,-0.2944,-0.3106,0.7351,-0.1475,-0.8381,-1.9224,-0.4126,0.5611,-0.7741,0.5028,-1.5487
TCGA-EW-A423-01,-0.4191,-0.3615,-0.0084,-0.3225,0.259,0.8656,0.1455,-0.8808,0.676,0.0663,-1.0575
TCGA-EW-A424-01,0.5317,0.3514,-0.1334,-0.1655,-0.1416,0.1972,0.0043,-0.5093,0.5597,-0.5284,0.9618
TCGA-EW-A6S9-01,-0.6442,-0.2941,0.388,-0.7927,2.7353,-0.3214,2.5283,-0.1355,1.4717,0.3388,0.2846
TCGA-EW-A6SA-01,0.564,0.0808,1.0191,1.2353,-0.2553,0.9526,0.0813,0.6921,-0.4394,1.1504,-1.5802
TCGA-EW-A6SB-01,-0.022,-0.1235,0.7241,-0.1133,-0.945,-1.7641,-0.1111,-0.1335,-2.0309,0.9211,-1.4314
TCGA-EW-A6SC-01,0.544,0.7325,0.4895,0.2948,-0.2954,0.716,-0.5488,0.3091,1.4456,-0.0784,0.4094
TCGA-EW-A6SD-01,-1.936,-1.9038,0.5031,-0.0706,2.6302,-2.1298,2.0594,0.465,0.4661,0.3897,-1.4848
TCGA-GI-A2C8-01,0.0614,0.5733,-3.3466,-2.8729,-2.5132,0.3722,0.1697,-2.0242,-0.0358,-2.1514,-0.9044
TCGA-GI-A2C9-01,-1.6909,-0.8968,0.5338,0.4299,-0.8187,-1.6498,-0.346,-0.6127,-0.6674,-0.0983,-1.3416
TCGA-GM-A2D9-01,0.7263,-0.4763,-1.4362,-1.0284,-0.1001,0.6731,-0.2192,-1.2817,0.6088,-1.1507,-0.2417
TCGA-GM-A2DA-01,-0.1469,-0.1526,-0.3757,-0.2354,1.6818,-0.019,1.9734,0.1171,0.6645,-0.3029,0.3815
TCGA-GM-A2DB-01,-0.68,-1.3071,1.143,1.0173,-0.6001,-1.7559,-1.3135,0.5661,0.018,1.3113,-1.4869
TCGA-GM-A2DC-01,-0.4361,0.9322,-1.8481,-1.9324,0.4173,0.3808,0.6085,-3.773,0.0085,-2.0347,-0.0788
TCGA-GM-A2DD-01,-0.7542,-0.832,-0.2119,0.1081,-0.0024,-1.6911,-0.8073,-0.1863,1.2241,1.0185,-1.164
TCGA-GM-A2DF-01,-0.5281,-1.4837,1.0375,0.799,-1.02,-1.9367,-0.3385,1.0626,-0.4344,1.0731,-1.5848
TCGA-GM-A2DH-01,-0.2863,-0.5421,0.8147,1.0923,-0.3024,-0.6472,0.0348,2.1083,0.3208,1.0598,-1.4034
TCGA-GM-A2DI-01,-0.5322,0.7651,-1.2763,-0.9035,-0.7108,0.2654,-1.1153,-0.072,0.0652,-0.3702,0.8218
TCGA-GM-A2DK-01,0.2595,0.7034,-0.0505,-0.0052,0.212,0.7187,-0.1207,-1.1823,-0.3749,0.4316,0.1202
TCGA-GM-A2DL-01,0.5178,0.4442,0.4101,0.8479,-0.7957,0.2835,-1.1242,0.2436,1.9794,0.4171,1.0614
TCGA-GM-A2DM-01,3.1265,1.4766,-1.3653,-1.5047,-0.6298,0.5076,-0.272,-1.5684,-1.4047,-1.9368,1.1805
TCGA-GM-A2DN-01,0.0481,0.4028,0.0308,-0.2761,-0.207,0.3884,-0.3976,-0.0627,-0.7276,-0.2697,0.2774
TCGA-GM-A2DO-01,0.5255,0.6198,0.5823,0.3338,-0.5284,0.0234,-0.2411,0.2889,-0.0925,0.2925,0.5751
TCGA-GM-A3NW-01,0.672,-0.2454,-0.7726,-0.2676,0.3538,0.3952,0.5726,-1.1257,-0.6296,-0.8362,-1.0857
TCGA-GM-A3NY-01,-0.0022,0.3309,-0.1389,-0.7784,-0.2019,0.6556,-0.3619,-1.2009,-1.0064,-0.4895,-0.5214
TCGA-GM-A3XG-01,0.8166,0.4086,-1.9173,-2.0236,0.3378,-0.2223,0.4951,-2.7045,-1.1429,-1.5652,1.0435
TCGA-GM-A3XL-01,0.5925,-1.5159,1.8868,1.4957,-1.1858,-1.3409,-0.4134,0.6683,-1.05,1.8859,-1.6353
TCGA-GM-A3XN-01,-0.2352,-0.1574,-1.0134,-0.6854,-0.2871,-0.1685,-0.1291,-0.8326,0.7346,-0.6257,0.9545
TCGA-GM-A4E0-01,0.0245,0.1298,-2.0643,-3.0164,-0.4507,0.1454,-0.4036,-2.0052,-0.7257,-1.5277,0.4395
TCGA-GM-A5PV-01,0.841,0.7823,-1.6205,-0.8944,0.3129,0.8618,0.0548,-2.3188,-0.9115,-1.5744,0.6439
TCGA-GM-A5PX-01,0.167,0.2685,-2.7869,-1.8039,0.1251,0.1274,-0.0567,-3.4974,0.7749,-2.7114,0.4475
TCGA-HN-A2NL-01,-0.569,-0.2071,1.8503,1.4186,-2.4447,-1.731,-1.4404,1.3717,-2.073,1.1243,-1.9228
TCGA-HN-A2OB-01,-0.0264,0.4006,-1.7275,-2.1347,0.5657,0.114,0.272,-2.0941,0.332,-1.7055,0.7352
TCGA-JL-A3YW-01,-0.5234,-1.5959,-0.3461,-0.3481,-0.0767,-1.5951,0.3528,-0.5721,2.0217,0.9637,-1.1474
TCGA-JL-A3YX-01,0.8289,0.014,0.423,0.8894,-0.07,0.1765,0.0786,-0.0181,0.123,0.3084,1.1747
TCGA-LD-A66U-01,0.8782,0.1591,-0.5636,-0.2497,0.1979,-0.0128,0.5027,-2.0194,0.8176,-0.306,0.7558
TCGA-LD-A74U-01,-0.0641,-0.2002,-0.7737,-0.3537,-0.4007,0.5217,-0.1321,-0.5036,-0.4916,-0.3521,0.0075
TCGA-LD-A7W5-01,0.9465,0.8063,-0.885,-0.9872,-0.4614,0.7868,0.3713,-0.5322,0.2256,0.1912,-0.676
TCGA-LD-A7W6-01,0.1912,0.4487,-0.5496,-0.1626,0.1056,0.5205,0.33,-0.0924,-0.6493,-0.5296,0.6255
TCGA-LD-A9QF-01,0.2365,-0.9617,-0.4112,-0.4406,3.0434,-1.3754,2.729,0.0489,0.6249,-0.0476,-0.8533
TCGA-LL-A440-01,-0.5285,0.2114,-1.0773,-1.1669,-0.2369,0.3016,-0.277,-1.0629,-1.385,-0.6927,0.5727
TCGA-LL-A441-01,-0.8757,-0.2323,0.3857,-0.7068,-0.8067,-0.9076,-0.5097,0.1298,-1.7321,0.9868,-0.3086
TCGA-LL-A442-01,2.8069,0.694,-0.4033,-1.1976,0.1407,1.0318,-0.0802,-0.4658,-2.0551,-1.2803,1.1356
TCGA-LL-A50Y-01,1.0584,-0.0335,-0.1959,-0.7338,0.5759,0.6781,0.4917,-1.324,0.8585,-1.0677,0.8091
TCGA-LL-A5YL-01,0.4376,-1.0318,1.0868,0.096,0.3987,-0.0633,0.7676,-0.6623,0.5507,-0.1266,-0.4754
TCGA-LL-A5YM-01,3.0232,-0.2324,1.6343,0.1215,0.722,0.3258,0.7928,-0.3822,-0.4916,0.5109,0.2635
TCGA-LL-A5YN-01,-0.0934,-0.3561,0.8259,-0.5784,0.5697,-0.0024,0.9555,-0.4674,0.2567,0.5599,-0.101
TCGA-LL-A5YO-01,-0.2096,-0.821,0.2443,0.6959,-0.3361,-1.813,-0.1953,0.1073,1.1632,1.3392,-1.3414
TCGA-LL-A5YP-01,-1.5461,-1.6861,1.4304,0.2244,-0.9307,-2.0535,-0.1464,0.4498,1.2828,1.1037,-1.4546
TCGA-LL-A6FP-01,1.6486,-0.6335,-1.4201,-0.8486,0.3184,0.6103,0.1166,-3.1004,-0.6941,-1.3542,-2.1272
TCGA-LL-A6FQ-01,1.0203,-0.2331,0.4033,0.2359,0.7379,0.6129,0.2349,-1.0217,0.7595,-0.2513,-0.3095
TCGA-LL-A6FR-01,1.6733,-2.1911,2.0708,0.3494,0.0034,-1.7337,1.0931,0.2898,1.7662,0.6336,-1.5002
TCGA-LL-A73Y-01,-0.0344,-0.5527,0.3297,-0.3498,-0.703,-1.9035,0.1959,-0.0203,0.8478,0.0214,-0.9123
TCGA-LL-A73Z-01,0.3341,-0.2057,-0.1608,0.1353,-0.3182,-0.2366,0.1964,-0.7008,0.9963,0.3608,0.1079
TCGA-LL-A740-01,-0.981,-1.6624,-0.8899,-0.4069,0.5592,-1.6889,-0.2664,-0.7101,0.9605,0.0864,-1.1237
TCGA-LL-A7SZ-01,-0.1121,-0.5266,1.0979,0.9739,-0.875,-0.0846,-0.154,0.2842,0.7057,0.9253,0.1046
TCGA-LL-A7T0-01,-0.8091,0.8575,1.0142,0.6254,0.5125,0.5319,0.6294,0.5504,0.7178,1.0636,-1.2223
TCGA-LL-A8F5-01,-0.8392,-2.1128,1.9446,1.2598,-1.0497,-1.0485,-0.8198,0.1487,-0.3038,1.1538,-1.5335
TCGA-LL-A9Q3-01,4.3949,0.2347,-0.1175,-0.6369,0.4572,0.5932,-0.4474,-1.3865,1.5212,-0.5576,-1.2539
TCGA-LQ-A4E4-01,-0.0113,-0.0916,0.1269,0.3283,-0.1564,0.9543,-0.9061,0.0677,-2.6182,0.6239,-0.6903
TCGA-MS-A51U-01,-0.4536,0.3392,-1.199,-0.8712,0.3525,0.08,-0.0632,-0.9359,0.8192,-1.1067,0.6966
TCGA-OK-A5Q2-01,-0.2122,-0.0327,0.1481,-0.0214,0.6534,0.1992,0.9005,0.0175,-0.5656,0.0344,-0.3006
TCGA-OL-A5D6-01,-1.0048,-1.5621,-0.5575,-0.965,0.7322,-1.5705,0.1718,-0.9537,0.9396,0.0772,-0.816
TCGA-OL-A5D7-01,-0.7095,-1.1649,2.5711,1.4001,-1.3374,-1.5283,-0.4895,1.124,-1.3112,1.7211,-1.6603
TCGA-OL-A5D8-01,0.3988,1.4114,-0.0729,-0.1911,0.0785,0.6505,0.6558,-0.5691,0.51,-0.5576,1.3943
TCGA-OL-A5DA-01,-0.1082,0.9684,-0.9153,-0.7226,0.2605,0.4747,0.5017,-1.0308,0.6517,-0.8506,0.428
TCGA-OL-A5RU-01,0.3827,0.0946,-2.0979,-1.6454,0.507,0.9044,-0.2259,-1.9208,-0.7356,-0.9408,0.4531
TCGA-OL-A5RV-01,-0.0337,0.3429,-1.3002,-1.7757,0.5674,0.3377,0.5744,-1.1456,-0.5775,-0.8266,1.1978
TCGA-OL-A5RW-01,2.425,-2.4812,1.1368,0.9544,-0.5307,-2.1762,0.8639,0.1764,0.4194,1.4746,-1.9157
TCGA-OL-A5RX-01,0.9136,0.7658,-1.7175,-1.9697,0.4284,0.2347,0.7437,-2.1995,-1.2573,-1.3401,1.0472
TCGA-OL-A5RY-01,-0.6202,-0.9212,0.188,0.264,2.7154,-1.2604,3.279,-0.2389,0.8627,0.4962,-0.6386
TCGA-OL-A5RZ-01,-0.0542,-0.3263,0.1371,0.2512,3.1901,-1.5878,4.0114,0.1294,-0.5201,0.638,-1.8382
TCGA-OL-A5S0-01,0.2595,-2.012,1.1127,1.3089,-0.189,-2.2463,1.1791,-0.0202,0.496,1.0354,-1.3434
TCGA-OL-A66H-01,3.1831,1.3294,-0.1075,-0.3664,-0.208,0.479,-0.4077,-0.7549,-0.3529,-0.675,-0.2204
TCGA-OL-A66I-01,-0.0686,0.5225,1.394,0.8269,-0.6937,-1.5969,-0.1419,0.3117,0.1735,1.3639,-0.9108
TCGA-OL-A66J-01,2.7893,1.2989,-1.2068,-1.7165,0.5605,0.5303,0.8607,-1.736,0.5612,-1.2321,-0.8278
TCGA-OL-A66K-01,1.5122,1.0809,-1.0796,-1.2093,0.4529,0.4908,0.8064,-1.5481,-0.5193,-1.0662,1.5376
TCGA-OL-A66L-01,1.2505,-0.5866,-0.4895,-1.5936,-0.0023,0.0436,0.2641,-2.0523,0.4795,-1.0874,0.3665
TCGA-OL-A66N-01,0.9245,-0.4442,-1.3685,-1.1989,0.4229,0.0348,1.0672,-2.7038,0.1029,-1.3279,-0.9923
TCGA-OL-A66O-01,2.2646,0.6039,1.1735,0.6794,-0.2348,-0.0093,0.4023,-0.2539,1.1268,1.3257,0.3109
TCGA-OL-A66P-01,0.1452,-1.4556,0.9652,0.3904,0.7156,-1.4161,0.0214,-0.6085,-0.0428,0.9485,-1.1434
TCGA-OL-A6VO-01,0.0016,-1.0059,1.2379,1.039,-0.5673,-1.2654,-0.1135,0.7175,-1.5492,0.8492,-2.0159
TCGA-OL-A6VQ-01,0.5614,0.0701,-1.2979,-1.52,0.1487,0.2114,-0.2172,-0.924,0.0604,-1.2147,1.0101
TCGA-OL-A6VR-01,0.7417,0.5863,-1.2035,-1.1806,-0.1542,0.2003,0.6027,-1.4111,-2.0818,-1.4207,1.4844
TCGA-OL-A97C-01,-0.2708,0.1083,-0.6368,-1.4563,-0.4024,0.1658,-0.6468,-0.1509,-2.0541,0.3248,0.726
TCGA-PE-A5DC-01,0.1172,0.2355,0.8605,0.7888,0.0427,0.309,0.4243,0.596,0.0189,0.8823,0.4394
TCGA-PE-A5DD-01,0.3263,-0.5617,-0.6106,0.1861,-0.579,0.7584,-0.3956,-0.3166,0.8506,0.1576,0.5677
TCGA-PE-A5DE-01,0.1527,-0.0074,-0.4606,-0.1505,-0.6817,0.3908,-0.5923,-0.558,0.2954,0.1584,0.7128
TCGA-PL-A8LV-01,0.5784,-1.1755,0.9036,0.0358,-0.7183,-1.6573,-0.124,0.8195,0.7161,0.8601,-1.092
TCGA-PL-A8LX-01,1.6826,0.6975,-1.0376,-1.6607,0.3325,1.0305,-0.1845,-1.9646,-1.0818,-1.4181,0.7019
TCGA-PL-A8LY-01,0.7186,0.0886,-0.5294,-0.5641,0.0844,-0.1748,0.387,-0.7096,-3.369,-0.1821,0.3912
TCGA-PL-A8LZ-01,0.0093,-1.5586,1.2337,-0.1071,-1.5826,-2.0844,-1.4618,0.5923,0.0184,0.6993,-1.0465
TCGA-S3-A6ZF-01,0.1343,-0.5337,0.1344,0.4205,-0.1449,0.7055,-0.3358,0.4509,0.9383,0.7855,0.1515
TCGA-S3-A6ZG-01,1.1622,0.5094,0.2033,0.8556,-0.0521,0.7263,0.0846,0.5205,0.2704,-0.388,1.118
TCGA-S3-A6ZH-01,2.3564,-0.0512,0.3145,0.1408,0.4476,0.1573,0.7741,-0.5234,0.0446,0.5706,1.2581
TCGA-S3-AA0Z-01,1.3769,0.1123,1.1114,1.8015,-0.215,0.126,0.0132,2.1594,-2.275,0.7206,-1.3586
TCGA-S3-AA10-01,-0.7515,-0.9545,1.4163,1.5751,-0.6477,-1.7503,0.4166,2.1602,-0.4631,1.2017,-1.3945
TCGA-S3-AA11-01,0.0242,0.2845,-0.4133,0.1724,-0.028,0.8288,0.0407,-0.4614,0.0501,-0.5415,0.5893
TCGA-S3-AA12-01,1.8222,0.1595,-0.4764,-0.4107,0.5682,0.886,0.5604,-0.1988,0.3116,-0.4156,-1.1171
TCGA-S3-AA14-01,-0.3636,0.0949,-0.4769,-0.1849,2.1255,-0.2827,1.6769,0.1026,0.7262,-0.5424,0.7366
TCGA-S3-AA15-01,-0.2918,-0.7171,0.7993,0.1163,-1.4453,-1.2246,-0.9119,0.5499,-1.9437,1.1496,-0.8594
TCGA-S3-AA17-01,1.0763,1.4318,0.661,-0.0901,-0.1028,0.8203,0.168,-0.0405,-0.6098,1.1153,-0.8888
TCGA-UL-AAZ6-01,-0.1652,0.381,0.4549,0.4046,2.857,0.4177,3.3988,-0.0023,0.0627,0.8263,-0.1099
TCGA-UU-A93S-01,1.5375,-1.7746,1.4182,1.6236,3.7339,-1.651,4.3424,0.186,-1.0884,1.3642,-1.1067
TCGA-V7-A7HQ-01,2.8871,0.1339,0.7681,-0.9556,0.0782,0.3954,0.4271,-1.2165,1.6688,-0.3568,1.2225
TCGA-W8-A86G-01,-0.0257,0.292,-1.8351,-1.2803,0.2025,0.6069,0.7172,-2.2566,-0.8886,-1.8338,0.7478
TCGA-WT-AB41-01,1.1683,0.211,0.6863,-1.6364,-0.1991,0.4557,0.5336,-0.7146,0.1625,0.1093,-0.3583
TCGA-WT-AB44-01,0.615,-1.8271,-1.6266,-2.3435,0.1508,0.1518,-0.5453,-3.3848,0.484,-2.4618,-0.4006
TCGA-XX-A899-01,-0.0329,-0.0283,-0.5942,-0.7092,0.0602,-0.08,0.4446,-0.3219,0.336,-0.7025,1.3279
TCGA-XX-A89A-01,-0.5724,-0.313,-0.6787,-0.5388,-0.9258,-0.1201,-0.8461,-0.2537,0.6569,-0.3344,0.5392
TCGA-Z7-A8R5-01,0.8278,-0.3367,-0.8737,-1.5895,0.0285,0.0057,0.6119,-2.0805,-0.4378,-1.1048,-0.0586
TCGA-Z7-A8R6-01,-0.1386,-0.2634,0.902,1.7275,-0.4417,0.3074,-0.076,0.7608,1.2173,1.3614,0.6319
